,Unnamed: 0,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,ict_index_per_90,ict_index_value,bps_per_90,value_bps,position,teamName,statusFull,description,zScore_form,p-form,form-cat,zScore_cost,p-cost,cost-cat,zScore_vsea,p-vsea,vsea-cat,zScore_vbps,p-vbps,vbps-cat,zScore_sbp,p-sbp,sbp-cat,zScore_ictval,p-ictval,ictval-cat,zScore_ict,p-ict,ict-cat,zScore_bps,p-bps,bps-cat,zScore_gpts,p-gpts,gpts-cat,strength,zScore_str,p-str,str-cat,class,kMeansClass,pcaKMeansClass,kMeans-cat,pcaKMeans-cat
26,44,100.0,100.0,165659,0,0,-1,1,0,2,2.5,3.0,1,Diego Carlos,2.5,41,False,,2023-11-10T02:00:09.636100Z,4.4,165659.jpg,1.9,Santos Silva,0.7,False,,a,Aston Villa,7,26,80525,2748,60841,3510,0.6,5.9,Diego Carlos,903,0,0,2,15,0,0,0,2,0,0,1,163,185.0,41.7,63.0,28.9,10,0.58,0.26,0.84,13.08,222,84,320,107,236,63,270,89,,,,,,,0.06,0.0,0.03,0.09,1.3,1.5,498,92,127,34,301,107,207,80,1.0,0.2,2.06,0.66,11.71,3.73,Defender,Aston Villa,avail,"[Diego Carlos, Aston Villa]",0.2806154109782307,0.6104973027258899,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.3929392326946026,0.6528178180562771,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.1261003966640884,0.5501737732570064,silver,0.0,0.5,bronze,0.0259,0.0,0.5,bronze,0,2,0,gold,gold
27,45,0.0,0.0,101188,0,0,2,-2,1,2,0.0,0.0,0,Lucas,3.0,42,False,Hamstring injury - Expected back 30 Jan,2023-12-27T18:30:08.720986Z,4.7,101188.jpg,3.1,Digne,4.1,False,,i,Aston Villa,7,56,984634,229,730297,56110,0.6,11.9,Digne,1521,0,3,5,20,0,0,0,5,0,0,2,283,278.2,467.3,122.0,86.8,18,0.37,2.74,3.11,21.91,121,48,19,5,154,19,62,6,2.0,,2.0,,,,0.02,0.0,0.16,0.18,1.3,1.18,309,37,90,21,137,36,91,34,1.07,0.3,4.82,1.85,15.83,6.06,Defender,Aston Villa,inj,"[Digne, Aston Villa]",0.596210582327709,0.724482721489309,silver,0.0,0.5,bronze,1.322624982144452,0.9070199389464684,gold,1.4884404950994958,0.9316826180660684,gold,0.0609697382736198,0.5243083452185209,silver,1.7681129363145234,0.9614789873935784,gold,0.8924895394365353,0.8139347014326239,gold,0.8526793868329424,0.8030814375086295,gold,0.5297470463624718,0.7018563378665142,silver,0.24332,0.6216341960281596,0.7329087849785492,silver,1,3,2,silver,bronze
28,46,100.0,100.0,230046,0,0,0,0,2,3,4.2,4.7,10,Douglas Luiz,4.2,43,False,,2023-12-09T20:00:09.137355Z,5.5,230046.jpg,4.9,Soares de Paulo,8.7,False,,a,Aston Villa,7,94,1847737,86911,1247001,23991,0.8,17.1,Douglas Luiz,1653,6,3,4,26,0,0,0,5,0,0,18,403,479.4,443.3,242.0,116.5,19,4.99,2.33,7.32,24.01,22,7,23,17,74,46,28,17,1.0,,1.0,,1.0,,0.27,0.0,0.13,0.4,1.31,1.42,105,65,50,26,20,14,43,14,1.03,0.22,6.13,2.12,22.16,7.65,Midfielder,Aston Villa,avail,"[Douglas Luiz, Aston Villa]",1.353638993566457,0.9120742099282928,gold,0.4341330437238133,0.6679040843453459,silver,2.534948121405344,0.9943768009952826,platin,2.2360143179423204,0.9873245833568411,platin,0.650649091975393,0.7423634837282488,silver,2.2319996094399053,0.9871925056270122,platin,1.5620803168880857,0.9408654654216564,gold,1.9690009906603323,0.9755235113395588,platin,1.9756718134259443,0.9759040203541904,platin,0.48423,2.139342210586736,0.983796018252098,platin,3,0,1,bronze,silver
29,47,100.0,100.0,476344,0,0,0,0,0,4,1.2,1.7,4,Jhon,1.2,44,False,,2023-10-29T22:00:09.647546Z,5.0,476344.jpg,1.8,Durán,0.2,False,,a,Aston Villa,7,23,49873,312,45027,638,0.2,4.6,Duran,148,2,1,0,1,0,0,0,4,0,0,3,77,81.2,30.5,69.0,17.7,0,0.81,0.05,0.86,2.14,337,38,343,45,224,45,342,42,,,,,,,0.49,0.0,0.03,0.52,1.3,0.61,203,45,267,37,327,41,338,52,0.0,0.0,1.36,0.35,6.15,1.6,Forward,Aston Villa,avail,"[Duran, Aston Villa]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
30,49,100.0,100.0,490094,0,0,-1,1,0,3,0.2,0.7,0,Tim,0.2,46,False,,2023-08-10T15:00:04.998490Z,4.4,490094.jpg,1.0,Iroegbunam,0.0,False,,a,Aston Villa,7,1,1486,32,3671,49,0.0,0.2,Iroegbunam,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.6,0.0,0.0,0,0.0,0.0,0.0,0.09,641,248,448,219,615,243,646,251,,,,,,,0.0,0.0,0.0,0.0,2.02,0.0,554,312,383,174,425,188,607,231,0.0,0.0,0.0,0.0,2.0,0.05,Midfielder,Aston Villa,avail,"[Iroegbunam, Aston Villa]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
31,50,100.0,0.0,226944,0,0,0,0,0,3,1.2,0.0,0,Boubacar,1.2,47,False,,2023-12-17T21:30:08.114524Z,5.0,226944.jpg,1.9,Kamara,0.1,False,,a,Aston Villa,7,31,14124,131,17889,175,0.2,6.2,Kamara,1347,0,1,5,18,0,0,0,6,1,0,1,200,215.4,263.9,36.0,51.7,16,0.13,1.21,1.34,19.12,182,74,68,52,294,157,159,83,,,,,,,0.01,0.0,0.08,0.09,1.28,1.2,195,122,266,117,313,131,415,134,1.07,0.33,3.23,1.03,12.56,4.02,Midfielder,Aston Villa,avail,"[Kamara, Aston Villa]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.5292891752256835,0.7016975681974872,silver,0.0,0.5,bronze,0.359271929044846,0.6403041641103853,silver,0.0797801225296916,0.5317939330765489,silver,0.2760014019173714,0.6087265052660005,silver,0.0,0.5,bronze,0.04031,0.0,0.5,bronze,0,2,0,gold,gold
32,51,,,199798,0,0,1,-1,0,2,2.8,3.3,0,Ezri,2.8,48,False,,,4.6,199798.jpg,2.5,Konsa Ngoyo,3.3,False,,a,Aston Villa,7,51,354982,10883,139379,15484,0.6,11.1,Konsa,1758,0,1,4,27,0,0,0,5,0,0,4,327,324.2,101.8,120.0,54.8,20,1.74,0.75,2.49,25.06,88,30,197,47,156,21,144,32,,,,,,,0.09,0.0,0.04,0.13,1.28,1.38,335,45,107,27,226,74,108,44,1.02,0.2,2.74,1.19,16.55,7.2,Defender,Aston Villa,avail,"[Konsa, Aston Villa]",0.4699725137879176,0.6808126723829728,silver,0.0,0.5,bronze,1.1361137299504684,0.872045515232364,gold,2.0244368209113324,0.9785373867939328,platin,0.0,0.5,bronze,0.6341677353413684,0.7370143192539556,silver,0.0,0.5,bronze,0.9796543559886646,0.8363716180017446,gold,0.0477721240079809,0.5190510734993196,silver,0.17143,0.1687346519385988,0.5669973193713848,silver,1,3,2,silver,bronze
33,52,100.0,100.0,98980,0,0,2,-2,0,1,4.2,4.7,1,Emiliano,4.2,49,False,,2023-11-24T19:00:09.689065Z,5.2,98980.jpg,3.2,Martínez Romero,12.2,False,,a,Aston Villa,7,61,1072135,35461,664835,33661,0.8,11.7,Martinez,1710,0,0,4,26,1,0,0,4,0,56,9,348,464.0,10.0,0.0,47.4,19,0.0,0.0,0.0,24.6,27,9,407,6,751,85,178,10,,,,,,,0.0,2.95,0.0,0.0,1.29,1.37,151,5,47,5,122,17,32,7,1.0,0.21,2.49,0.91,18.79,6.87,Goalkeeper,Aston Villa,avail,"[Martinez, Aston Villa]",1.353638993566457,0.9120742099282928,gold,0.1582581630485864,0.5628733131637635,silver,1.275997169095956,0.8990217400930944,gold,1.8692799897552743,0.9692080647085496,gold,1.0993181654441335,0.8641853442053166,gold,0.1531000743224542,0.5608403213660751,silver,0.0,0.5,bronze,1.3746875933620215,0.9153858403861656,gold,0.6100762000882204,0.7290943342182588,silver,0.25573,0.6998159089527868,0.7579788609197557,silver,1,3,2,silver,bronze
34,53,100.0,100.0,122806,0,0,1,-1,0,3,4.0,4.5,1,John,4.0,50,False,,2023-11-20T10:00:08.648383Z,5.6,122806.jpg,3.9,McGinn,2.0,False,,a,Aston Villa,7,78,284234,7173,139047,15712,0.7,13.9,McGinn,1706,5,2,4,25,0,0,0,5,0,0,8,302,407.2,450.9,247.0,110.7,20,2.95,3.06,6.01,22.53,48,17,22,16,71,45,31,20,3.0,,,,,,0.16,0.0,0.16,0.32,1.19,1.32,90,55,57,29,61,34,136,41,1.06,0.21,5.54,1.98,15.5,5.54,Midfielder,Aston Villa,avail,"[McGinn, Aston Villa]",1.2274009250266655,0.8901640305457184,gold,0.526091337282222,0.7005876263826684,silver,1.7889031126294104,0.963184789780128,gold,1.2439509429747988,0.8932411907474704,gold,0.0,0.5,bronze,1.991465778930448,0.976785148084184,platin,1.2605088980358603,0.8962570799831476,gold,0.7944825259699031,0.7865427111618073,silver,1.1723802761684594,0.8794777926360465,gold,0.32411,1.1306028170741411,0.8708888493531854,gold,2,0,2,bronze,bronze
35,55,0.0,0.0,111782,0,0,-1,1,0,1,0.0,0.0,0,Robin,0.0,53,False,Knock - Unknown return date,2023-12-29T16:00:09.710707Z,3.9,111782.jpg,2.0,Olsen,0.6,False,,i,Aston Villa,7,2,25198,59,51586,1541,0.0,0.5,Olsen,90,0,0,0,1,0,0,0,0,0,1,0,12,12.0,0.0,0.0,1.2,1,0.0,0.0,0.0,0.73,441,33,478,21,451,11,467,33,,,,,,,0.0,1.0,0.0,0.0,0.73,1.0,740,70,419,35,281,31,222,30,1.0,0.0,1.2,0.03,12.0,0.31,Goalkeeper,Aston Villa,inj,"[Olsen, Aston Villa]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.1772430925740319,0.5703412757565366,silver,0.0,0.5,bronze,0.00574,0.0,0.5,bronze,0,2,0,gold,gold
36,57,100.0,100.0,232653,0,0,-1,1,0,3,1.3,1.8,1,Jacob,1.3,55,False,,2023-10-04T15:30:08.354887Z,5.9,232653.jpg,1.7,Ramsey,0.1,False,,a,Aston Villa,7,17,15410,547,19587,553,0.2,2.9,J.Ramsey,478,1,0,0,7,0,0,0,2,0,0,0,48,78.4,84.1,104.0,26.8,4,0.77,0.86,1.63,5.26,339,147,231,134,174,103,288,137,,,,,,,0.14,0.0,0.16,0.3,0.99,1.32,67,43,252,109,341,149,395,127,0.75,0.0,2.68,0.45,4.8,0.81,Midfielder,Aston Villa,avail,"[J.Ramsey, Aston Villa]",0.0,0.5,bronze,0.8019662179574497,0.7887137500374508,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.02598,0.0,0.5,bronze,0,2,0,gold,gold
37,60,50.0,0.0,166989,0,0,-4,4,0,3,0.6,0.0,0,Youri,1.2,58,False,Calf injury - 50% chance of playing,2023-12-15T09:30:09.215067Z,5.6,166989.jpg,1.8,Tielemans,0.4,False,,d,Aston Villa,7,29,22674,14,96751,721,0.2,5.2,Tielemans,555,0,3,1,7,0,0,0,0,0,0,0,119,122.0,106.3,42.0,27.2,4,0.26,0.76,1.02,9.85,288,119,190,118,278,146,286,136,,,,,,,0.04,0.0,0.12,0.16,1.6,1.14,91,56,273,121,329,141,247,78,0.65,0.16,1.7,0.49,7.44,2.12,Midfielder,Aston Villa,doubt,"[Tielemans, Aston Villa]",0.0,0.5,bronze,0.526091337282222,0.7005876263826684,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.01704,0.0,0.5,bronze,0,2,0,gold,gold
38,61,0.0,0.0,110504,0,0,0,0,0,3,0.0,0.0,0,Bertrand,0.0,59,False,International Duty - Unknown return date,2023-12-30T22:30:09.230940Z,5.0,110504.jpg,1.0,Traoré,0.0,False,,i,Aston Villa,7,2,1443,6,3320,22,0.0,0.4,Bertrand Traoré,10,0,0,0,0,0,0,0,0,0,0,0,6,3.0,0.0,0.0,0.3,0,0.0,0.0,0.0,0.77,473,215,741,319,739,319,484,221,,,,,,,0.0,0.0,0.0,0.0,6.93,0.0,174,107,716,300,462,215,638,247,0.0,0.0,0.15,0.01,3.0,0.12,Midfielder,Aston Villa,inj,"[Bertrand Traoré, Aston Villa]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
39,62,100.0,100.0,178301,1,-1,9,-9,3,4,4.0,4.5,8,Ollie,4.0,60,True,,2023-11-30T23:30:07.866054Z,8.9,178301.jpg,6.0,Watkins,54.3,False,,a,Aston Villa,7,120,5937038,132111,2874926,31311,0.4,13.5,Watkins,1759,9,11,4,27,0,0,0,3,0,0,14,406,537.2,372.5,759.0,167.0,20,8.89,2.77,11.66,24.61,13,2,33,2,4,3,4,1,,,,,2.0,,0.45,0.0,0.14,0.59,1.26,1.38,7,3,60,10,5,2,2,1,1.02,0.2,8.35,1.88,21.0,4.72,Forward,Aston Villa,avail,"[Watkins, Aston Villa]",1.2274009250266655,0.8901640305457184,gold,3.56071502470972,0.999815076847576,platin,1.6956474865324187,0.955023670477324,gold,0.8584097261627761,0.8046668705858087,gold,6.496166163453841,0.9999999999588036,platin,1.819655899995121,0.9655942884477496,gold,2.696806672569338,0.996499604924845,platin,1.7644302070205578,0.9611702119032032,gold,2.859292504409177,0.9978770645836988,platin,0.74436,3.778134231786032,0.9999209961449328,platin,3,1,3,platin,platin
40,64,100.0,100.0,244954,0,0,2,-2,1,2,2.5,3.0,1,Pau,2.5,584,False,,2023-12-18T00:00:10.972444Z,4.7,244954.jpg,3.4,Torres,5.8,False,,a,Aston Villa,7,61,833860,20284,508488,23540,0.5,13.0,Pau,1517,2,0,4,20,0,0,0,1,0,0,4,308,313.2,122.2,103.0,53.9,16,0.88,0.54,1.42,21.75,97,35,177,40,175,32,148,36,,,,,,,0.05,0.0,0.03,0.08,1.29,1.19,323,43,130,37,102,22,68,24,0.95,0.24,2.99,1.15,17.33,6.64,Defender,Aston Villa,avail,"[Pau, Aston Villa]",0.2806154109782307,0.6104973027258899,silver,0.0,0.5,bronze,1.579077953911179,0.942840911131372,gold,1.761140380161658,0.9608926770180928,gold,0.2788947168155795,0.609837188442605,silver,0.5654437837672377,0.714114024494684,silver,0.0,0.5,bronze,1.1172105725740298,0.8680478494329119,gold,0.7707345075397171,0.7795678431280596,silver,0.2058,0.385262087330979,0.6499783762049571,silver,1,3,2,silver,bronze
41,65,100.0,100.0,243557,0,0,1,-1,2,3,2.5,3.0,7,Moussa,2.5,599,False,,2023-09-30T23:00:09.545623Z,6.6,243557.jpg,4.2,Diaby,9.0,False,,a,Aston Villa,7,85,2238113,36407,2037498,25182,0.4,12.9,Diaby,1286,4,7,4,20,0,0,0,0,0,0,5,252,298.2,363.2,435.0,109.6,16,4.29,2.65,6.94,16.26,108,42,35,28,31,17,33,22,,,,,,,0.3,0.0,0.19,0.49,1.14,1.4,44,26,136,67,43,26,41,13,1.12,0.28,5.48,1.66,12.85,3.89,Midfielder,Aston Villa,avail,"[Diaby, Aston Villa]",0.2806154109782307,0.6104973027258899,silver,1.445674272866312,0.925865708200308,gold,1.5557640473869312,0.9401178948557528,gold,0.4681667871945095,0.6801673393414944,silver,0.6891064411298566,0.7546218565343834,silver,1.441674166337403,0.9253028426245514,gold,1.2298406181525836,0.8906216027222926,gold,0.3271440978273148,0.6282205500431519,silver,1.413367737345705,0.9212261866824124,gold,0.28673,0.8951126938571736,0.8146365755310515,gold,2,0,1,bronze,silver
42,68,100.0,100.0,245414,0,0,-1,1,0,3,1.2,1.7,0,Nicolò,1.2,672,False,,2023-11-24T19:00:11.309259Z,5.4,245414.jpg,1.3,Zaniolo,0.1,False,,a,Aston Villa,7,17,12728,95,11326,250,0.2,3.1,Zaniolo,497,1,0,1,7,0,0,0,4,0,0,0,3,71.0,72.4,222.0,36.1,7,1.68,0.53,2.21,7.1,345,150,252,141,81,52,228,112,,,,,,,0.3,0.0,0.1,0.4,1.29,1.27,122,76,270,119,385,174,499,170,1.27,0.18,2.78,0.67,0.23,0.06,Midfielder,Aston Villa,avail,"[Zaniolo, Aston Villa]",0.0,0.5,bronze,0.3421747501654046,0.6338903069765087,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.01108,0.0,0.5,bronze,0,2,0,gold,gold
43,70,,,171101,0,0,0,0,0,2,1.3,1.8,2,Clément,1.3,699,False,,,4.5,171101.jpg,2.7,Lenglet,0.1,False,,a,Aston Villa,7,8,13561,1095,6005,609,0.3,1.8,Lenglet,241,0,1,0,5,0,0,0,0,0,0,0,48,49.8,29.8,8.0,8.7,3,0.0,0.44,0.44,2.5,376,144,348,123,400,143,400,142,,,,,,,0.0,0.0,0.16,0.16,0.93,1.87,369,62,242,83,184,53,393,151,1.12,0.0,2.9,0.19,16.0,1.07,Defender,Aston Villa,avail,"[Lenglet, Aston Villa]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.882659587883599,0.8112898885605229,gold,0.208430431459478,0.5825535514039248,silver,0.03534,0.0,0.5,bronze,0,2,0,gold,gold
44,74,100.0,100.0,168991,0,0,-3,3,0,3,2.9,3.4,1,Philip,3.4,63,False,,2023-11-12T02:30:08.229472Z,5.2,168991.jpg,2.8,Billing,0.4,False,,a,Bournemouth,91,50,62429,580,99512,1911,0.7,9.6,Billing,1161,2,3,1,30,0,0,0,3,0,0,3,191,266.2,243.8,217.0,72.7,12,2.08,1.74,3.82,24.97,132,52,81,63,85,55,88,62,,,1.0,,,,0.16,0.0,0.13,0.29,1.94,2.33,156,97,67,37,175,79,257,81,0.93,0.08,4.04,1.4,10.78,3.73,Midfielder,Bournemouth,avail,"[Billing, Bournemouth]",0.8486867194072916,0.8019721809875477,gold,0.1582581630485864,0.5628733131637635,silver,0.7864051320867496,0.7841849111056818,silver,0.3929392326946026,0.6528178180562771,silver,0.0,0.5,bronze,0.994968481105554,0.8401242029216616,gold,0.4938019009539326,0.6892769547430991,silver,0.0,0.5,bronze,0.2887595851852262,0.6136173192305765,silver,0.1284,0.0,0.5,bronze,0,2,2,gold,bronze
45,75,,,111317,0,0,-2,2,0,3,0.7,1.2,1,David,1.2,64,False,,,4.8,111317.jpg,1.8,Brooks,0.1,False,,a,Bournemouth,91,22,9276,31,14122,125,0.3,4.6,Brooks,250,1,1,0,4,0,0,0,1,0,0,2,65,82.2,93.9,105.0,28.1,2,1.94,0.42,2.36,5.43,334,143,212,126,172,102,276,129,,,,,,,0.7,0.0,0.15,0.85,1.95,1.44,277,179,263,115,322,136,476,158,0.72,0.0,2.34,0.59,5.58,1.4,Midfielder,Bournemouth,avail,"[Brooks, Bournemouth]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
46,76,100.0,100.0,158499,0,0,0,0,0,3,1.9,2.4,2,Ryan,2.4,65,False,,2023-08-06T23:30:05.398527Z,5.0,158499.jpg,2.5,Christie,0.1,False,,a,Bournemouth,91,47,19560,220,15769,444,0.5,9.4,Christie,1480,0,2,5,28,0,0,0,2,0,0,3,206,271.2,323.4,212.0,80.9,18,0.87,2.23,3.1,24.57,127,49,49,40,88,58,68,49,4.0,,,,,,0.05,0.0,0.14,0.19,1.49,1.7,182,111,142,70,232,101,447,146,1.09,0.3,4.26,1.62,11.0,4.18,Midfielder,Bournemouth,avail,"[Christie, Bournemouth]",0.217496376708335,0.5860892348056881,silver,0.0,0.5,bronze,0.7397773190382538,0.7702824382516521,silver,0.6045167297255905,0.7272499250337787,silver,0.0,0.5,bronze,1.3729502147632726,0.915116087826912,gold,0.6062522605259486,0.7278263728262893,silver,0.0008889687466401,0.5003546471722793,silver,0.0477721240079809,0.5190510734993196,silver,0.11628,0.0,0.5,bronze,0,2,2,gold,bronze
47,77,100.0,50.0,155408,0,0,0,0,0,3,2.3,1.4,2,Lewis,2.8,66,False,,2023-12-23T22:30:08.669674Z,5.0,155408.jpg,2.1,Cook,0.0,False,,a,Bournemouth,91,30,2565,28,3878,82,0.6,6.0,L.Cook,1089,0,1,4,21,0,0,0,1,1,0,2,183,208.4,284.6,20.0,51.4,13,0.07,1.27,1.34,23.26,191,79,56,45,354,178,162,86,3.0,,,,,,0.01,0.0,0.1,0.11,1.92,1.74,180,110,112,58,277,116,590,220,1.07,0.33,3.67,1.03,13.21,3.7,Midfielder,Bournemouth,avail,"[L.Cook, Bournemouth]",0.4699725137879176,0.6808126723829728,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.3788340662258702,0.6475944558007751,silver,0.0,0.5,bronze,0.359271929044846,0.6403041641103853,silver,0.3046808416737237,0.6196953787967066,silver,0.3906315824051761,0.6519652112636245,silver,0.0,0.5,bronze,0.06166,0.0,0.5,bronze,0,2,0,gold,gold
48,81,0.0,0.0,235530,0,0,0,0,0,2,0.0,0.0,0,Lloyd,0.0,70,False,Hamstring injury - Expected back 01 Feb,2023-11-25T19:00:08.932055Z,4.5,235530.jpg,2.2,Kelly,0.0,False,,i,Bournemouth,91,20,10930,16,11311,87,0.0,4.4,Kelly,681,0,0,2,14,0,0,0,1,0,0,3,137,119.6,68.5,8.0,19.5,8,0.12,0.15,0.27,10.98,294,116,261,81,401,144,328,119,,,,,,,0.02,0.0,0.02,0.04,1.45,1.85,393,78,607,240,263,88,549,203,1.06,0.26,2.17,0.43,15.56,3.11,Defender,Bournemouth,inj,"[Kelly, Bournemouth]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.1014324590074635,0.5403964146105851,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.8050637733995467,0.7896085602683796,silver,0.0,0.5,bronze,0.02936,0.0,0.5,bronze,0,2,0,gold,gold
49,83,,,222683,0,0,-4,4,1,3,2.5,3.0,1,Justin,3.0,72,False,,,4.6,222683.jpg,2.6,Kluivert,0.4,False,,a,Bournemouth,91,39,57078,1139,64625,2779,0.7,8.5,Kluivert,804,2,0,5,10,0,0,0,2,0,0,2,83,130.2,152.7,195.0,47.9,11,1.2,0.88,2.08,12.78,277,114,140,95,101,66,175,89,,,,,,,0.13,0.0,0.1,0.23,1.43,1.12,339,219,89,48,199,88,256,80,1.23,0.56,3.19,1.04,5.67,1.85,Midfielder,Bournemouth,avail,"[Kluivert, Bournemouth]",0.596210582327709,0.724482721489309,silver,0.0,0.5,bronze,0.5299521603200225,0.7019274499220309,silver,0.0,0.5,bronze,0.0,0.5,bronze,0.3764529169383787,0.6467098938913131,silver,0.0593346026075068,0.5236571996204867,silver,0.0,0.5,bronze,0.1281012777337295,0.5509655875522546,silver,0.05475,0.0,0.5,bronze,0,2,0,gold,gold
50,86,100.0,100.0,223911,0,0,-2,2,0,2,-0.5,0.0,0,Chris,0.0,75,False,,2023-09-26T18:00:07.515397Z,4.3,223911.jpg,0.8,Mepham,0.1,False,,a,Bournemouth,91,4,2160,50,6658,57,0.0,0.9,Mepham,175,0,0,0,6,0,0,0,1,0,0,0,25,34.8,12.5,21.0,6.9,2,0.09,0.03,0.12,3.05,405,150,396,145,351,123,412,147,,,,,,,0.05,0.0,0.02,0.07,1.57,3.09,596,146,543,222,484,161,504,193,1.03,0.0,1.38,0.16,5.0,0.58,Defender,Bournemouth,avail,"[Mepham, Bournemouth]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
51,87,,,128340,0,0,-4,4,0,4,1.1,1.6,0,Kieffer,1.6,76,False,,,4.6,128340.jpg,1.9,Moore,0.2,False,,a,Bournemouth,91,13,19225,223,46824,622,0.3,2.8,Moore,93,1,0,0,1,0,0,0,0,0,0,2,39,37.4,17.6,80.0,13.1,0,1.03,0.32,1.35,1.86,398,43,379,49,205,43,361,45,,,,,,,1.0,0.0,0.31,1.31,1.8,0.97,334,62,219,28,307,38,315,49,0.0,0.0,1.87,0.28,5.86,0.89,Forward,Bournemouth,avail,"[Moore, Bournemouth]",0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.5,bronze,0.0,0.0,0.5,bronze,0,2,0,gold,gold
